Time Out,Event,Wilayah,Gender,Metode Pembayaran,Durasi Pembayaran,Premi,Usia
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,49
60,0,3,Perempuan,Bulanan,60-120,<=2.5jt,47
30,0,3,Laki-laki,Bulanan,>120,<=2.5jt,29
6,1,3,Perempuan,Semester,<=60,<=2.5jt,17
51,1,3,Laki-laki,Bulanan,>120,<=2.5jt,26
1,1,2,Laki-laki,Bulanan,>120,<=2.5jt,27
54,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,36
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,32
8,1,2,Laki-laki,Bulanan,>120,<=2.5jt,40
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,41
34,0,3,Laki-laki,Bulanan,>120,<=2.5jt,30
33,1,3,Perempuan,Triwulan,<=60,<=2.5jt,29
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,36
14,1,3,Perempuan,Bulanan,>120,<=2.5jt,41
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
6,1,3,Laki-laki,Bulanan,>120,<=2.5jt,23
4,1,3,Perempuan,Bulanan,>120,<=2.5jt,28
3,0,3,Perempuan,Triwulan,<=60,<=2.5jt,37
32,0,3,Perempuan,Bulanan,>120,<=2.5jt,41
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,45
12,1,3,Perempuan,Tahunan,<=60,2.5jt-10jt,38
12,1,3,Laki-laki,Semester,<=60,<=2.5jt,29
39,0,3,Perempuan,Tahunan,<=60,<=2.5jt,49
31,0,3,Laki-laki,Bulanan,>120,<=2.5jt,20
14,0,3,Laki-laki,Bulanan,>120,<=2.5jt,45
12,1,3,Perempuan,Semester,<=60,<=2.5jt,46
19,0,3,Perempuan,Triwulan,<=60,<=2.5jt,42
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,30
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,30
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,28
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,44
9,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,49
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,32
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,47
1,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,44
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,23
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,25
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,50
9,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,35
25,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,48
5,1,3,Laki-laki,Bulanan,>120,<=2.5jt,47
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,50
12,1,3,Laki-laki,Semester,<=60,<=2.5jt,34
58,0,3,Laki-laki,Semester,<=60,<=2.5jt,49
39,1,3,Perempuan,Triwulan,<=60,<=2.5jt,44
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,30
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,38
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,39
9,1,3,Perempuan,Triwulan,<=60,<=2.5jt,48
59,0,3,Perempuan,Triwulan,<=60,<=2.5jt,40
26,0,3,Laki-laki,Bulanan,>120,<=2.5jt,19
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,34
25,1,3,Perempuan,Bulanan,>120,<=2.5jt,47
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,26
21,0,3,Perempuan,Bulanan,60-120,<=2.5jt,24
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,46
49,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,19
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,47
40,0,3,Perempuan,Triwulan,<=60,<=2.5jt,28
8,1,3,Laki-laki,Bulanan,>120,<=2.5jt,19
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,27
18,0,3,Perempuan,Bulanan,>120,<=2.5jt,36
24,1,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,34
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,33
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,37
6,1,3,Laki-laki,Semester,<=60,<=2.5jt,36
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,26
2,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,41
6,0,3,Perempuan,Bulanan,>120,<=2.5jt,48
12,0,3,Perempuan,Bulanan,60-120,<=2.5jt,30
54,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,32
2,0,3,Perempuan,Bulanan,>120,<=2.5jt,46
12,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,33
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,23
6,1,3,Laki-laki,Bulanan,>120,<=2.5jt,28
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
24,0,3,Laki-laki,Bulanan,>120,<=2.5jt,41
51,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,24
2,0,3,Laki-laki,Bulanan,>120,<=2.5jt,30
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,43
37,0,3,Perempuan,Triwulan,<=60,<=2.5jt,49
48,0,3,Perempuan,Bulanan,>120,<=2.5jt,39
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,44
16,0,3,Laki-laki,Bulanan,>120,<=2.5jt,30
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,28
2,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,42
1,0,3,Perempuan,Bulanan,60-120,<=2.5jt,40
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,31
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,23
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,36
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,27
26,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,35
33,0,3,Perempuan,Bulanan,60-120,<=2.5jt,44
1,0,3,Perempuan,Bulanan,60-120,<=2.5jt,30
19,0,3,Perempuan,Bulanan,>120,<=2.5jt,47
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,31
18,1,3,Perempuan,Triwulan,<=60,<=2.5jt,39
9,1,3,Perempuan,Triwulan,<=60,<=2.5jt,45
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,35
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,37
29,0,3,Perempuan,Triwulan,<=60,<=2.5jt,29
8,0,3,Perempuan,Bulanan,>120,<=2.5jt,33
32,0,3,Perempuan,Bulanan,60-120,<=2.5jt,33
55,0,3,Laki-laki,Triwulan,60-120,<=2.5jt,21
53,0,3,Laki-laki,Bulanan,>120,<=2.5jt,35
14,1,2,Perempuan,Bulanan,>120,<=2.5jt,27
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,47
26,0,3,Perempuan,Triwulan,<=60,<=2.5jt,41
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,32
25,0,2,Perempuan,Bulanan,60-120,<=2.5jt,33
39,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,26
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,39
54,0,3,Perempuan,Triwulan,<=60,<=2.5jt,29
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,31
15,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,45
54,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,34
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,41
54,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,44
15,0,2,Laki-laki,Semester,<=60,<=2.5jt,36
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,46
13,0,3,Laki-laki,Bulanan,>120,<=2.5jt,28
4,0,3,Laki-laki,Bulanan,>120,<=2.5jt,31
48,0,3,Laki-laki,Bulanan,>120,<=2.5jt,39
15,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,34
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,24
15,0,3,Laki-laki,Bulanan,>120,<=2.5jt,50
12,1,3,Perempuan,Bulanan,>120,<=2.5jt,41
10,1,3,Laki-laki,Bulanan,>120,<=2.5jt,22
21,0,3,Perempuan,Bulanan,60-120,<=2.5jt,38
30,0,3,Perempuan,Bulanan,>120,<=2.5jt,40
12,1,3,Perempuan,Semester,<=60,<=2.5jt,46
54,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,33
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,48
38,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,28
46,0,3,Perempuan,Triwulan,<=60,<=2.5jt,40
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,31
36,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,24
24,0,2,Perempuan,Semester,<=60,<=2.5jt,34
6,1,3,Laki-laki,Bulanan,>120,<=2.5jt,49
51,0,2,Perempuan,Bulanan,60-120,<=2.5jt,49
30,0,3,Perempuan,Bulanan,>120,<=2.5jt,22
18,0,2,Laki-laki,Bulanan,>120,<=2.5jt,50
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,23
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,33
50,1,3,Perempuan,Bulanan,>120,<=2.5jt,26
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,31
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,42
2,1,2,Perempuan,Bulanan,60-120,<=2.5jt,45
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,34
4,1,3,Perempuan,Bulanan,>120,<=2.5jt,46
48,0,3,Perempuan,Bulanan,>120,<=2.5jt,26
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,27
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,27
5,1,3,Laki-laki,Bulanan,>120,<=2.5jt,50
12,0,3,Perempuan,Triwulan,<=60,<=2.5jt,19
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,25
8,0,3,Perempuan,Triwulan,<=60,<=2.5jt,46
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,40
7,0,3,Laki-laki,Bulanan,>120,<=2.5jt,35
47,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,39
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,40
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,24
5,0,3,Laki-laki,Bulanan,>120,<=2.5jt,27
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,34
8,1,3,Perempuan,Bulanan,60-120,<=2.5jt,35
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,44
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,48
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
2,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,27
39,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,49
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,32
3,0,3,Laki-laki,Bulanan,>120,<=2.5jt,35
4,0,3,Perempuan,Bulanan,>120,<=2.5jt,46
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,44
3,1,2,Perempuan,Triwulan,<=60,<=2.5jt,42
6,0,3,Perempuan,Triwulan,<=60,<=2.5jt,39
9,1,3,Perempuan,Bulanan,>120,<=2.5jt,21
39,1,3,Perempuan,Triwulan,<=60,<=2.5jt,33
1,1,2,Laki-laki,Bulanan,>120,<=2.5jt,43
19,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,27
6,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,38
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,42
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,47
42,0,3,Perempuan,Triwulan,<=60,<=2.5jt,28
56,0,3,Perempuan,Bulanan,>120,<=2.5jt,33
1,1,2,Laki-laki,Bulanan,>120,<=2.5jt,39
54,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,49
12,0,3,Laki-laki,Bulanan,>120,<=2.5jt,45
1,0,3,Perempuan,Bulanan,60-120,<=2.5jt,46
9,1,3,Laki-laki,Bulanan,>120,<=2.5jt,39
7,1,3,Perempuan,Bulanan,60-120,<=2.5jt,20
7,1,3,Laki-laki,Bulanan,>120,<=2.5jt,25
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,25
11,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
3,1,3,Perempuan,Bulanan,60-120,<=2.5jt,47
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,30
18,1,3,Perempuan,Triwulan,<=60,<=2.5jt,39
1,1,2,Perempuan,Bulanan,60-120,<=2.5jt,41
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,34
12,1,3,Perempuan,Tahunan,<=60,2.5jt-10jt,34
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,44
60,0,3,Perempuan,Bulanan,>120,<=2.5jt,38
6,1,3,Perempuan,Bulanan,>120,<=2.5jt,31
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,37
1,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,49
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,49
25,0,3,Laki-laki,Tahunan,<=60,<=2.5jt,48
36,1,3,Perempuan,Bulanan,>120,<=2.5jt,23
9,0,3,Perempuan,Triwulan,<=60,<=2.5jt,41
21,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,29
1,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,50
9,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,31
1,1,2,Laki-laki,Bulanan,60-120,<=2.5jt,45
4,0,3,Perempuan,Bulanan,>120,<=2.5jt,30
20,1,3,Laki-laki,Bulanan,>120,<=2.5jt,31
32,0,2,Laki-laki,Bulanan,>120,<=2.5jt,17
32,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,48
39,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,33
8,0,2,Perempuan,Bulanan,60-120,<=2.5jt,50
12,0,3,Perempuan,Tahunan,<=60,2.5jt-10jt,40
58,0,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,37
54,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,43
18,1,3,Perempuan,Triwulan,<=60,<=2.5jt,39
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,37
53,0,3,Perempuan,Bulanan,>120,<=2.5jt,39
5,1,3,Laki-laki,Bulanan,>120,<=2.5jt,37
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,37
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,48
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,38
5,1,3,Perempuan,Bulanan,>120,<=2.5jt,43
10,1,3,Perempuan,Bulanan,>120,<=2.5jt,32
18,0,3,Perempuan,Bulanan,60-120,<=2.5jt,44
19,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,48
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,35
23,1,3,Perempuan,Bulanan,60-120,<=2.5jt,36
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,24
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,28
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,39
2,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,29
36,0,3,Laki-laki,Bulanan,>120,<=2.5jt,26
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,51
11,1,3,Perempuan,Bulanan,60-120,<=2.5jt,37
13,0,3,Laki-laki,Bulanan,>120,<=2.5jt,43
34,0,3,Laki-laki,Bulanan,>120,<=2.5jt,46
15,0,3,Perempuan,Bulanan,>120,<=2.5jt,44
23,0,3,Perempuan,Bulanan,>120,<=2.5jt,28
47,0,2,Perempuan,Bulanan,60-120,<=2.5jt,20
10,1,3,Laki-laki,Bulanan,>120,<=2.5jt,44
3,0,3,Laki-laki,Bulanan,>120,<=2.5jt,36
3,0,3,Perempuan,Bulanan,>120,<=2.5jt,42
3,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,22
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,32
3,0,3,Perempuan,Triwulan,<=60,<=2.5jt,17
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,29
25,0,3,Perempuan,Bulanan,60-120,<=2.5jt,41
43,0,3,Perempuan,Bulanan,>120,<=2.5jt,50
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,42
29,0,3,Perempuan,Bulanan,60-120,<=2.5jt,28
6,1,3,Laki-laki,Semester,<=60,<=2.5jt,48
4,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,33
7,1,3,Perempuan,Bulanan,>120,<=2.5jt,48
48,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,21
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
48,0,3,Laki-laki,Bulanan,>120,<=2.5jt,44
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,28
31,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,39
32,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,42
9,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,45
7,0,3,Laki-laki,Bulanan,>120,<=2.5jt,46
5,1,3,Laki-laki,Bulanan,>120,<=2.5jt,24
28,0,3,Perempuan,Triwulan,<=60,<=2.5jt,34
58,0,3,Perempuan,Tahunan,<=60,<=2.5jt,19
30,1,3,Perempuan,Triwulan,<=60,<=2.5jt,22
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,49
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,29
35,0,3,Laki-laki,Bulanan,>120,<=2.5jt,36
19,0,3,Perempuan,Triwulan,<=60,<=2.5jt,35
1,1,2,Perempuan,Bulanan,>120,<=2.5jt,39
7,1,3,Laki-laki,Bulanan,>120,<=2.5jt,35
23,0,3,Perempuan,Bulanan,>120,<=2.5jt,48
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,34
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,32
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,54
5,1,3,Laki-laki,Bulanan,>120,<=2.5jt,35
47,0,3,Laki-laki,Bulanan,>120,<=2.5jt,24
6,1,3,Laki-laki,Bulanan,>120,<=2.5jt,37
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,35
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,26
33,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,39
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,22
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,39
12,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,30
21,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,37
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,25
2,0,3,Perempuan,Bulanan,>120,<=2.5jt,25
52,0,3,Perempuan,Bulanan,>120,<=2.5jt,31
12,0,3,Laki-laki,Bulanan,>120,<=2.5jt,30
14,0,3,Laki-laki,Bulanan,>120,<=2.5jt,38
8,1,3,Perempuan,Bulanan,>120,<=2.5jt,38
12,0,3,Perempuan,Bulanan,>120,<=2.5jt,21
22,0,3,Perempuan,Bulanan,>120,<=2.5jt,50
4,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,26
11,1,3,Laki-laki,Bulanan,>120,<=2.5jt,29
6,1,3,Perempuan,Bulanan,>120,<=2.5jt,29
46,0,3,Perempuan,Triwulan,<=60,<=2.5jt,43
11,1,3,Perempuan,Bulanan,60-120,<=2.5jt,40
12,1,3,Laki-laki,Semester,<=60,<=2.5jt,30
27,1,3,Perempuan,Triwulan,<=60,<=2.5jt,50
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,28
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,30
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,48
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,31
12,1,3,Perempuan,Bulanan,>120,<=2.5jt,26
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,36
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,32
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
25,0,3,Perempuan,Tahunan,<=60,2.5jt-10jt,24
13,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,25
1,1,2,Perempuan,Bulanan,60-120,<=2.5jt,27
6,1,2,Laki-laki,Bulanan,>120,<=2.5jt,45
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,36
19,0,2,Perempuan,Bulanan,>120,<=2.5jt,36
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,36
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,44
2,0,3,Perempuan,Bulanan,>120,<=2.5jt,39
6,1,3,Laki-laki,Bulanan,>120,<=2.5jt,36
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,46
6,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,44
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,25
8,1,3,Perempuan,Bulanan,>120,<=2.5jt,26
17,0,3,Perempuan,Bulanan,>120,<=2.5jt,38
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,22
36,0,3,Perempuan,Bulanan,>120,<=2.5jt,45
55,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,22
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,38
37,0,3,Perempuan,Bulanan,60-120,<=2.5jt,23
18,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,35
8,1,3,Perempuan,Bulanan,60-120,<=2.5jt,39
31,0,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,41
1,1,2,Laki-laki,Bulanan,60-120,<=2.5jt,24
24,0,3,Laki-laki,Bulanan,>120,<=2.5jt,46
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,27
3,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,22
7,1,3,Perempuan,Bulanan,>120,<=2.5jt,42
17,0,3,Perempuan,Bulanan,60-120,<=2.5jt,47
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
3,1,3,Perempuan,Bulanan,60-120,<=2.5jt,38
47,0,3,Perempuan,Bulanan,>120,<=2.5jt,26
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,43
55,0,3,Perempuan,Tahunan,<=60,<=2.5jt,40
3,0,3,Perempuan,Triwulan,<=60,<=2.5jt,45
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,35
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,48
3,0,3,Perempuan,Bulanan,>120,<=2.5jt,27
12,1,3,Perempuan,Bulanan,>120,<=2.5jt,36
40,0,3,Perempuan,Bulanan,>120,<=2.5jt,23
2,1,2,Laki-laki,Bulanan,>120,<=2.5jt,30
1,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,29
19,0,3,Perempuan,Bulanan,>120,<=2.5jt,40
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,31
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,35
1,1,2,Laki-laki,Bulanan,>120,<=2.5jt,35
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,46
24,0,3,Perempuan,Bulanan,>120,<=2.5jt,38
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,52
23,0,3,Laki-laki,Bulanan,>120,<=2.5jt,20
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,37
18,0,3,Perempuan,Bulanan,60-120,<=2.5jt,21
50,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,27
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,49
3,1,3,Perempuan,Bulanan,60-120,<=2.5jt,25
29,0,3,Perempuan,Bulanan,60-120,<=2.5jt,33
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,39
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,29
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,43
27,1,3,Perempuan,Bulanan,60-120,<=2.5jt,33
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,30
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,36
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,38
49,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,41
12,1,3,Laki-laki,Bulanan,>120,<=2.5jt,37
12,1,3,Laki-laki,Semester,<=60,<=2.5jt,44
1,1,2,Laki-laki,Bulanan,>120,<=2.5jt,34
2,0,3,Perempuan,Bulanan,>120,<=2.5jt,28
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,41
3,0,3,Perempuan,Bulanan,>120,<=2.5jt,49
4,0,3,Perempuan,Bulanan,>120,<=2.5jt,26
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,37
56,0,3,Perempuan,Bulanan,>120,<=2.5jt,45
6,1,2,Perempuan,Bulanan,>120,<=2.5jt,50
25,0,3,Laki-laki,Bulanan,>120,<=2.5jt,36
6,1,3,Perempuan,Semester,<=60,<=2.5jt,23
12,1,3,Perempuan,Bulanan,>120,<=2.5jt,46
33,0,3,Perempuan,Bulanan,60-120,<=2.5jt,34
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,47
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,46
3,0,2,Perempuan,Triwulan,<=60,<=2.5jt,43
32,0,3,Perempuan,Bulanan,>120,<=2.5jt,46
4,1,2,Perempuan,Bulanan,>120,<=2.5jt,27
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,47
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,26
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,42
6,0,3,Perempuan,Triwulan,<=60,<=2.5jt,44
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,44
18,1,3,Perempuan,Bulanan,>120,<=2.5jt,31
6,1,3,Perempuan,Bulanan,60-120,<=2.5jt,27
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,48
16,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,43
7,1,3,Perempuan,Bulanan,>120,<=2.5jt,42
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,43
3,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,40
8,1,3,Perempuan,Bulanan,>120,<=2.5jt,48
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,45
13,0,3,Perempuan,Tahunan,<=60,<=2.5jt,28
3,0,3,Perempuan,Bulanan,>120,<=2.5jt,34
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,26
14,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,35
8,0,3,Perempuan,Bulanan,60-120,<=2.5jt,36
3,0,2,Laki-laki,Triwulan,<=60,<=2.5jt,20
18,0,3,Laki-laki,Bulanan,>120,<=2.5jt,21
6,0,3,Perempuan,Triwulan,<=60,<=2.5jt,46
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,39
49,0,2,Laki-laki,Bulanan,>120,<=2.5jt,41
4,1,3,Perempuan,Bulanan,>120,<=2.5jt,40
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,37
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,29
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,48
23,0,3,Laki-laki,Tahunan,<=60,<=2.5jt,37
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,41
7,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
42,1,3,Perempuan,Triwulan,<=60,<=2.5jt,47
5,1,3,Perempuan,Bulanan,>120,<=2.5jt,49
24,0,3,Perempuan,Bulanan,60-120,<=2.5jt,47
25,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,25
